,SurahNumber,SurahName,Disjoined letters,Nbr of Ayat,Nbr of Letters,Nbr of words,Aya number,Arabic Text,Transliterated Text
5706,78,An-Nabaa, ,40,24,6,35,لا يسمعون فيها لغوا ولا كذابا,la ysm3wn fyha lgwa wla k1aba
5707,78,An-Nabaa, ,40,18,5,36,جزاء من ربك عطاء حسابا,jzaa mn rbk 36aa 7saba
5708,78,An-Nabaa, ,40,47,10,37,رب السماوات والأرض وما بينهما الرحمن لا يملكون منه خطابا,rb alsmawat walar8 wma bynhma alr7mn la ymlkwn mnh 56aba
5709,78,An-Nabaa, ,40,58,14,38,يوم يقوم الروح والملائكة صفا لا يتكلمون إلا من أذن له الرحمن وقال صوابا,ywm y9wm alrw7 walmlaakt cfa la ytklmwn ala mn a1n lh alr7mn w9al cwaba
5710,78,An-Nabaa, ,40,32,9,39,ذلك اليوم الحق فمن شاء اتخذ إلى ربه مآبا,1lk alywm al79 fmn 2aa at51 alu rbh maba
5711,78,An-Nabaa, ,40,69,16,40,إنا أنذرناكم عذابا قريبا يوم ينظر المرء ما قدمت يداه ويقول الكافر يا ليتني كنت ترابا,ana an1rnakm 31aba 9ryba ywm yn4r almra ma 9dmt ydah wy9wl alkafr ya lytny knt traba
5712,79,An-Naziaat, ,46,32,6,1,بسم الله الرحمن الرحيم والنازعات غرقا,bsm allh alr7mn alr7ym walnaz3at gr9a
5713,79,An-Naziaat, ,46,13,2,2,والناشطات نشطا,walna26at n26a
5714,79,An-Naziaat, ,46,13,2,3,والسابحات سبحا,walsab7at sb7a
5715,79,An-Naziaat, ,46,13,2,4,فالسابقات سبقا,falsab9at sb9a
5716,79,An-Naziaat, ,46,13,2,5,فالمدبرات أمرا,falmdbrat amra
5717,79,An-Naziaat, ,46,14,3,6,يوم ترجف الراجفة,ywm trjf alrajft
5718,79,An-Naziaat, ,46,13,2,7,تتبعها الرادفة,ttb3ha alradft
5719,79,An-Naziaat, ,46,14,3,8,قلوب يومئذ واجفة,9lwb ywma1 wajft
5720,79,An-Naziaat, ,46,12,2,9,أبصارها خاشعة,abcarha 5a23t
5721,79,An-Naziaat, ,46,27,5,10,يقولون أإنا لمردودون في الحافرة,y9wlwn aana lmrdwdwn fy al7afrt
5722,79,An-Naziaat, ,46,16,4,11,أإذا كنا عظاما نخرة,aa1a kna 34ama n5rt
5723,79,An-Naziaat, ,46,19,5,12,قالوا تلك إذا كرة خاسرة,9alwa tlk a1a krt 5asrt
5724,79,An-Naziaat, ,46,16,4,13,فإنما هي زجرة واحدة,fanma hy zjrt wa7dt
5725,79,An-Naziaat, ,46,14,3,14,فإذا هم بالساهرة,fa1a hm balsahrt
5726,79,An-Naziaat, ,46,14,4,15,هل أتاك حديث موسى,hl atak 7dy0 mwsu
5727,79,An-Naziaat, ,46,25,6,16,إذ ناداه ربه بالواد المقدس طوى,a1 nadah rbh balwad alm9ds 6wu
5728,79,An-Naziaat, ,46,18,5,17,اذهب إلى فرعون إنه طغى,a1hb alu fr3wn anh 6gu
5729,79,An-Naziaat, ,46,16,6,18,فقل هل لك إلى أن تزكى,f9l hl lk alu an tzku
5730,79,An-Naziaat, ,46,17,4,19,وأهديك إلى ربك فتخشى,wahdyk alu rbk ft52u
5731,79,An-Naziaat, ,46,16,3,20,فأراه الآية الكبرى,farah alayt alkbru
5732,79,An-Naziaat, ,46,8,2,21,فكذب وعصى,fk1b w3cu
5733,79,An-Naziaat, ,46,10,3,22,ثم أدبر يسعى,0m adbr ys3u
5734,79,An-Naziaat, ,46,9,2,23,فحشر فنادى,f72r fnadu
5735,79,An-Naziaat, ,46,17,4,24,فقال أنا ربكم الأعلى,f9al ana rbkm ala3lu
5736,79,An-Naziaat, ,46,26,5,25,فأخذه الله نكال الآخرة والأولى,fa51h allh nkal ala5rt walawlu
5737,79,An-Naziaat, ,46,19,6,26,إن في ذلك لعبرة لمن يخشى,an fy 1lk l3brt lmn y52u
5738,79,An-Naziaat, ,46,25,6,27,أأنتم أشد خلقا أم السماء بناها,aantm a2d 5l9a am alsmaa bnaha
5739,79,An-Naziaat, ,46,14,3,28,رفع سمكها فسواها,rf3 smkha fswaha
5740,79,An-Naziaat, ,46,20,4,29,وأغطش ليلها وأخرج ضحاها,wag62 lylha wa5rj 87aha
5741,79,An-Naziaat, ,46,17,4,30,والأرض بعد ذلك دحاها,walar8 b3d 1lk d7aha
5742,79,An-Naziaat, ,46,20,4,31,أخرج منها ماءها ومرعاها,a5rj mnha maaha wmr3aha
5743,79,An-Naziaat, ,46,13,2,32,والجبال أرساها,waljbal arsaha
5744,79,An-Naziaat, ,46,17,3,33,متاعا لكم ولأنعامكم,mta3a lkm wlan3amkm
5745,79,An-Naziaat, ,46,20,4,34,فإذا جاءت الطامة الكبرى,fa1a jaat al6amt alkbru
5746,79,An-Naziaat, ,46,20,5,35,يوم يتذكر الإنسان ما سعى,ywm yt1kr alansan ma s3u
5747,79,An-Naziaat, ,46,17,4,36,وبرزت الجحيم لمن يرى,wbrzt alj7ym lmn yru
5748,79,An-Naziaat, ,46,9,3,37,فأما من طغى,fama mn 6gu
5749,79,An-Naziaat, ,46,16,3,38,وآثر الحياة الدنيا,wa0r al7yat aldnya
5750,79,An-Naziaat, ,46,17,4,39,فإن الجحيم هي المأوى,fan alj7ym hy almawu
5751,79,An-Naziaat, ,46,32,9,40,وأما من خاف مقام ربه ونهى النفس عن الهوى,wama mn 5af m9am rbh wnhu alnfs 3n alhwu
5752,79,An-Naziaat, ,46,16,4,41,فإن الجنة هي المأوى,fan aljnt hy almawu
5753,79,An-Naziaat, ,46,25,5,42,يسألونك عن الساعة أيان مرساها,ysalwnk 3n alsa3t ayan mrsaha
5754,79,An-Naziaat, ,46,14,4,43,فيم أنت من ذكراها,fym ant mn 1kraha
5755,79,An-Naziaat, ,46,13,3,44,إلى ربك منتهاها,alu rbk mnthaha
5756,79,An-Naziaat, ,46,19,5,45,إنما أنت منذر من يخشاها,anma ant mn1r mn y52aha
5757,79,An-Naziaat, ,46,36,9,46,كأنهم يوم يرونها لم يلبثوا إلا عشية أو ضحاها,kanhm ywm yrwnha lm ylb0wa ala 32yt aw 87aha
5758,80,Abasa, ,42,27,6,1,بسم الله الرحمن الرحيم عبس وتولى,bsm allh alr7mn alr7ym 3bs wtwlu
5759,80,Abasa, ,42,12,3,2,أن جاءه الأعمى,an jaah ala3mu
5760,80,Abasa, ,42,16,4,3,وما يدريك لعله يزكى,wma ydryk l3lh yzku
5761,80,Abasa, ,42,18,4,4,أو يذكر فتنفعه الذكرى,aw y1kr ftnf3h al1kru
5762,80,Abasa, ,42,11,3,5,أما من استغنى,ama mn astgnu
5763,80,Abasa, ,42,10,3,6,فأنت له تصدى,fant lh tcdu
5764,80,Abasa, ,42,14,4,7,وما عليك ألا يزكى,wma 3lyk ala yzku
5765,80,Abasa, ,42,14,4,8,وأما من جاءك يسعى,wama mn jaak ys3u
5766,80,Abasa, ,42,7,2,9,وهو يخشى,whw y52u
5767,80,Abasa, ,42,11,3,10,فأنت عنه تلهى,fant 3nh tlhu
5768,80,Abasa, ,42,12,3,11,كلا إنها تذكرة,kla anha t1krt
5769,80,Abasa, ,42,10,3,12,فمن شاء ذكره,fmn 2aa 1krh
5770,80,Abasa, ,42,10,3,13,في صحف مكرمة,fy c7f mkrmt
5771,80,Abasa, ,42,11,2,14,مرفوعة مطهرة,mrfw3t m6hrt
5772,80,Abasa, ,42,9,2,15,بأيدي سفرة,baydy sfrt
5773,80,Abasa, ,42,8,2,16,كرام بررة,kram brrt
5774,80,Abasa, ,42,17,4,17,قتل الإنسان ما أكفره,9tl alansan ma akfrh
5775,80,Abasa, ,42,11,4,18,من أي شيء خلقه,mn ay 2ya 5l9h
5776,80,Abasa, ,42,15,4,19,من نطفة خلقه فقدره,mn n6ft 5l9h f9drh
5777,80,Abasa, ,42,12,3,20,ثم السبيل يسره,0m alsbyl ysrh
5778,80,Abasa, ,42,13,3,21,ثم أماته فأقبره,0m amath fa9brh
5779,80,Abasa, ,42,13,4,22,ثم إذا شاء أنشره,0m a1a 2aa an2rh
5780,80,Abasa, ,42,15,5,23,كلا لما يقض ما أمره,kla lma y98 ma amrh
5781,80,Abasa, ,42,21,4,24,فلينظر الإنسان إلى طعامه,flyn4r alansan alu 63amh
5782,80,Abasa, ,42,16,4,25,أنا صببنا الماء صبا,ana cbbna almaa cba
5783,80,Abasa, ,42,15,4,26,ثم شققنا الأرض شقا,0m 299na alar8 29a
5784,80,Abasa, ,42,14,3,27,فأنبتنا فيها حبا,fanbtna fyha 7ba
5785,80,Abasa, ,42,10,2,28,وعنبا وقضبا,w3nba w98ba
5786,80,Abasa, ,42,12,2,29,وزيتونا ونخلا,wzytwna wn5la
5787,80,Abasa, ,42,10,2,30,وحدائق غلبا,w7daa9 glba
5788,80,Abasa, ,42,10,2,31,وفاكهة وأبا,wfakht waba
5789,80,Abasa, ,42,17,3,32,متاعا لكم ولأنعامكم,mta3a lkm wlan3amkm
5790,80,Abasa, ,42,14,3,33,فإذا جاءت الصاخة,fa1a jaat alca5t
5791,80,Abasa, ,42,17,5,34,يوم يفر المرء من أخيه,ywm yfr almra mn a5yh
5792,80,Abasa, ,42,9,2,35,وأمه وأبيه,wamh wabyh
5793,80,Abasa, ,42,12,2,36,وصاحبته وبنيه,wca7bth wbnyh
5794,80,Abasa, ,42,24,6,37,لكل امرئ منهم يومئذ شأن يغنيه,lkl amra mnhm ywma1 2an ygnyh
5795,80,Abasa, ,42,14,3,38,وجوه يومئذ مسفرة,wjwh ywma1 msfrt
5796,80,Abasa, ,42,12,2,39,ضاحكة مستبشرة,8a7kt mstb2rt
5797,80,Abasa, ,42,19,4,40,ووجوه يومئذ عليها غبرة,wwjwh ywma1 3lyha gbrt
5798,80,Abasa, ,42,10,2,41,ترهقها قترة,trh9ha 9trt
5799,80,Abasa, ,42,19,4,42,أولئك هم الكفرة الفجرة,awlak hm alkfrt alfjrt
5800,81,At-Takwir, ,29,31,7,1,بسم الله الرحمن الرحيم إذا الشمس كورت,bsm allh alr7mn alr7ym a1a al2ms kwrt
5801,81,At-Takwir, ,29,16,3,2,وإذا النجوم انكدرت,wa1a alnjwm ankdrt
5802,81,At-Takwir, ,29,14,3,3,وإذا الجبال سيرت,wa1a aljbal syrt
5803,81,At-Takwir, ,29,14,3,4,وإذا العشار عطلت,wa1a al32ar 36lt
5804,81,At-Takwir, ,29,14,3,5,وإذا الوحوش حشرت,wa1a alw7w2 72rt
5805,81,At-Takwir, ,29,14,3,6,وإذا البحار سجرت,wa1a alb7ar sjrt
5806,81,At-Takwir, ,29,14,3,7,وإذا النفوس زوجت,wa1a alnfws zwjt
5807,81,At-Takwir, ,29,16,3,8,وإذا الموءودة سئلت,wa1a almwawdt salt
5808,81,At-Takwir, ,29,10,3,9,بأي ذنب قتلت,bay 1nb 9tlt
5809,81,At-Takwir, ,29,13,3,10,وإذا الصحف نشرت,wa1a alc7f n2rt
5810,81,At-Takwir, ,29,14,3,11,وإذا السماء كشطت,wa1a alsmaa k26t
5811,81,At-Takwir, ,29,14,3,12,وإذا الجحيم سعرت,wa1a alj7ym s3rt
5812,81,At-Takwir, ,29,14,3,13,وإذا الجنة أزلفت,wa1a aljnt azlft
5813,81,At-Takwir, ,29,14,4,14,علمت نفس ما أحضرت,3lmt nfs ma a78rt
5814,81,At-Takwir, ,29,13,3,15,فلا أقسم بالخنس,fla a9sm bal5ns
5815,81,At-Takwir, ,29,11,2,16,الجوار الكنس,aljwar alkns
5816,81,At-Takwir, ,29,13,3,17,والليل إذا عسعس,wallyl a1a 3s3s
5817,81,At-Takwir, ,29,13,3,18,والصبح إذا تنفس,walcb7 a1a tnfs
5818,81,At-Takwir, ,29,15,4,19,إنه لقول رسول كريم,anh l9wl rswl krym
5819,81,At-Takwir, ,29,19,6,20,ذي قوة عند ذي العرش مكين,1y 9wt 3nd 1y al3r2 mkyn
5820,81,At-Takwir, ,29,10,3,21,مطاع ثم أمين,m6a3 0m amyn
5821,81,At-Takwir, ,29,15,3,22,وما صاحبكم بمجنون,wma ca7bkm bmjnwn
5822,81,At-Takwir, ,29,19,4,23,ولقد رآه بالأفق المبين,wl9d rah balaf9 almbyn
5823,81,At-Takwir, ,29,18,5,24,وما هو على الغيب بضنين,wma hw 3lu algyb b8nyn
5824,81,At-Takwir, ,29,18,5,25,وما هو بقول شيطان رجيم,wma hw b9wl 2y6an rjym
5825,81,At-Takwir, ,29,10,2,26,فأين تذهبون,fayn t1hbwn
5826,81,At-Takwir, ,29,18,5,27,إن هو إلا ذكر للعالمين,an hw ala 1kr ll3almyn
5827,81,At-Takwir, ,29,18,5,28,لمن شاء منكم أن يستقيم,lmn 2aa mnkm an yst9ym
5828,81,At-Takwir, ,29,32,8,29,وما تشاءون إلا أن يشاء الله رب العالمين,wma t2aawn ala an y2aa allh rb al3almyn
5829,82,Al-Infitar, ,19,34,7,1,بسم الله الرحمن الرحيم إذا السماء انفطرت,bsm allh alr7mn alr7ym a1a alsmaa anf6rt
5830,82,Al-Infitar, ,19,17,3,2,وإذا الكواكب انتثرت,wa1a alkwakb ant0rt
5831,82,Al-Infitar, ,19,14,3,3,وإذا البحار فجرت,wa1a alb7ar fjrt
5832,82,Al-Infitar, ,19,15,3,4,وإذا القبور بعثرت,wa1a al9bwr b30rt
5833,82,Al-Infitar, ,19,18,5,5,علمت نفس ما قدمت وأخرت,3lmt nfs ma 9dmt wa5rt
5834,82,Al-Infitar, ,19,28,7,6,يا أيها الإنسان ما غرك بربك الكريم,ya ayha alansan ma grk brbk alkrym
5835,82,Al-Infitar, ,19,18,4,7,الذي خلقك فسواك فعدلك,al1y 5l9k fswak f3dlk
5836,82,Al-Infitar, ,19,17,6,8,في أي صورة ما شاء ركبك,fy ay cwrt ma 2aa rkbk
5837,82,Al-Infitar, ,19,17,4,9,كلا بل تكذبون بالدين,kla bl tk1bwn baldyn
5838,82,Al-Infitar, ,19,15,3,10,وإن عليكم لحافظين,wan 3lykm l7af4yn
5839,82,Al-Infitar, ,19,11,2,11,كراما كاتبين,krama katbyn
5840,82,Al-Infitar, ,19,14,3,12,يعلمون ما تفعلون,y3lmwn ma tf3lwn
5841,82,Al-Infitar, ,19,16,4,13,إن الأبرار لفي نعيم,an alabrar lfy n3ym
5842,82,Al-Infitar, ,19,16,4,14,وإن الفجار لفي جحيم,wan alfjar lfy j7ym
5843,82,Al-Infitar, ,19,15,3,15,يصلونها يوم الدين,yclwnha ywm aldyn
5844,82,Al-Infitar, ,19,16,4,16,وما هم عنها بغائبين,wma hm 3nha bgaabyn
5845,82,Al-Infitar, ,19,18,5,17,وما أدراك ما يوم الدين,wma adrak ma ywm aldyn
5846,82,Al-Infitar, ,19,19,6,18,ثم ما أدراك ما يوم الدين,0m ma adrak ma ywm aldyn
5847,82,Al-Infitar, ,19,34,9,19,يوم لا تملك نفس لنفس شيئا والأمر يومئذ لله,ywm la tmlk nfs lnfs 2yaa walamr ywma1 llh
5848,83,At-Tatfif, ,36,30,6,1,بسم الله الرحمن الرحيم ويل للمطففين,bsm allh alr7mn alr7ym wyl llm6ffyn
5849,83,At-Tatfif, ,36,30,6,2,الذين إذا اكتالوا على الناس يستوفون,al1yn a1a aktalwa 3lu alnas ystwfwn
5850,83,At-Tatfif, ,36,24,5,3,وإذا كالوهم أو وزنوهم يخسرون,wa1a kalwhm aw wznwhm y5srwn
5851,83,At-Tatfif, ,36,22,5,4,ألا يظن أولئك أنهم مبعوثون,ala y4n awlak anhm mb3w0wn
5852,83,At-Tatfif, ,36,8,2,5,ليوم عظيم,lywm 34ym
5853,83,At-Tatfif, ,36,23,5,6,يوم يقوم الناس لرب العالمين,ywm y9wm alnas lrb al3almyn
5854,83,At-Tatfif, ,36,22,6,7,كلا إن كتاب الفجار لفي سجين,kla an ktab alfjar lfy sjyn
5855,83,At-Tatfif, ,36,14,4,8,وما أدراك ما سجين,wma adrak ma sjyn
5856,83,At-Tatfif, ,36,9,2,9,كتاب مرقوم,ktab mr9wm
5857,83,At-Tatfif, ,36,16,3,10,ويل يومئذ للمكذبين,wyl ywma1 llmk1byn
5858,83,At-Tatfif, ,36,20,4,11,الذين يكذبون بيوم الدين,al1yn yk1bwn bywm aldyn
5859,83,At-Tatfif, ,36,22,7,12,وما يكذب به إلا كل معتد أثيم,wma yk1b bh ala kl m3td a0ym
5860,83,At-Tatfif, ,36,33,7,13,إذا تتلى عليه آياتنا قال أساطير الأولين,a1a ttlu 3lyh ayatna 9al asa6yr alawlyn
5861,83,At-Tatfif, ,36,30,8,14,كلا بل ران على قلوبهم ما كانوا يكسبون,kla bl ran 3lu 9lwbhm ma kanwa yksbwn
5862,83,At-Tatfif, ,36,26,6,15,كلا إنهم عن ربهم يومئذ لمحجوبون,kla anhm 3n rbhm ywma1 lm7jwbwn
5863,83,At-Tatfif, ,36,17,4,16,ثم إنهم لصالو الجحيم,0m anhm lcalw alj7ym
5864,83,At-Tatfif, ,36,25,7,17,ثم يقال هذا الذي كنتم به تكذبون,0m y9al h1a al1y kntm bh tk1bwn
5865,83,At-Tatfif, ,36,24,6,18,كلا إن كتاب الأبرار لفي عليين,kla an ktab alabrar lfy 3lyyn
5866,83,At-Tatfif, ,36,15,4,19,وما أدراك ما عليون,wma adrak ma 3lywn
5867,83,At-Tatfif, ,36,9,2,20,كتاب مرقوم,ktab mr9wm
5868,83,At-Tatfif, ,36,13,2,21,يشهده المقربون,y2hdh alm9rbwn
5869,83,At-Tatfif, ,36,16,4,22,إن الأبرار لفي نعيم,an alabrar lfy n3ym
5870,83,At-Tatfif, ,36,16,3,23,على الأرائك ينظرون,3lu alaraak yn4rwn
5871,83,At-Tatfif, ,36,22,5,24,تعرف في وجوههم نضرة النعيم,t3rf fy wjwhhm n8rt aln3ym
5872,83,At-Tatfif, ,36,16,4,25,يسقون من رحيق مختوم,ys9wn mn r7y9 m5twm
5873,83,At-Tatfif, ,36,32,6,26,ختامه مسك وفي ذلك فليتنافس المتنافسون,5tamh msk wfy 1lk flytnafs almtnafswn
5874,83,At-Tatfif, ,36,13,3,27,ومزاجه من تسنيم,wmzajh mn tsnym
5875,83,At-Tatfif, ,36,19,4,28,عينا يشرب بها المقربون,3yna y2rb bha alm9rbwn
5876,83,At-Tatfif, ,36,36,8,29,إن الذين أجرموا كانوا من الذين آمنوا يضحكون,an al1yn ajrmwa kanwa mn al1yn amnwa y87kwn
5877,83,At-Tatfif, ,36,19,4,30,وإذا مروا بهم يتغامزون,wa1a mrwa bhm ytgamzwn
5878,83,At-Tatfif, ,36,31,6,31,وإذا انقلبوا إلى أهلهم انقلبوا فكهين,wa1a an9lbwa alu ahlhm an9lbwa fkhyn
5879,83,At-Tatfif, ,36,27,6,32,وإذا رأوهم قالوا إن هؤلاء لضالون,wa1a rawhm 9alwa an halaa l8alwn
5880,83,At-Tatfif, ,36,20,4,33,وما أرسلوا عليهم حافظين,wma arslwa 3lyhm 7af4yn
5881,83,At-Tatfif, ,36,30,6,34,فاليوم الذين آمنوا من الكفار يضحكون,falywm al1yn amnwa mn alkfar y87kwn
5882,83,At-Tatfif, ,36,16,3,35,على الأرائك ينظرون,3lu alaraak yn4rwn
5883,83,At-Tatfif, ,36,24,6,36,هل ثوب الكفار ما كانوا يفعلون,hl 0wb alkfar ma kanwa yf3lwn
5884,84,Al-Inshiqaq, ,25,33,7,1,بسم الله الرحمن الرحيم إذا السماء انشقت,bsm allh alr7mn alr7ym a1a alsmaa an29t
5885,84,Al-Inshiqaq, ,25,14,3,2,وأذنت لربها وحقت,wa1nt lrbha w79t
5886,84,Al-Inshiqaq, ,25,12,3,3,وإذا الأرض مدت,wa1a alar8 mdt
5887,84,Al-Inshiqaq, ,25,16,4,4,وألقت ما فيها وتخلت,wal9t ma fyha wt5lt
5888,84,Al-Inshiqaq, ,25,14,3,5,وأذنت لربها وحقت,wa1nt lrbha w79t
5889,84,Al-Inshiqaq, ,25,37,9,6,يا أيها الإنسان إنك كادح إلى ربك كدحا فملاقيه,ya ayha alansan ank kad7 alu rbk kd7a fmla9yh
5890,84,Al-Inshiqaq, ,25,21,5,7,فأما من أوتي كتابه بيمينه,fama mn awty ktabh bymynh
5891,84,Al-Inshiqaq, ,25,19,4,8,فسوف يحاسب حسابا يسيرا,fswf y7asb 7saba ysyra
5892,84,Al-Inshiqaq, ,25,19,4,9,وينقلب إلى أهله مسرورا,wyn9lb alu ahlh msrwra
5893,84,Al-Inshiqaq, ,25,23,6,10,وأما من أوتي كتابه وراء ظهره,wama mn awty ktabh wraa 4hrh
5894,84,Al-Inshiqaq, ,25,13,3,11,فسوف يدعو ثبورا,fswf yd3w 0bwra
5895,84,Al-Inshiqaq, ,25,10,2,12,ويصلى سعيرا,wyclu s3yra
5896,84,Al-Inshiqaq, ,25,18,5,13,إنه كان في أهله مسرورا,anh kan fy ahlh msrwra
5897,84,Al-Inshiqaq, ,25,13,5,14,إنه ظن أن لن يحور,anh 4n an ln y7wr
5898,84,Al-Inshiqaq, ,25,18,6,15,بلى إن ربه كان به بصيرا,blu an rbh kan bh bcyra
5899,84,Al-Inshiqaq, ,25,13,3,16,فلا أقسم بالشفق,fla a9sm bal2f9
5900,84,Al-Inshiqaq, ,25,12,3,17,والليل وما وسق,wallyl wma ws9
5901,84,Al-Inshiqaq, ,25,13,3,18,والقمر إذا اتسق,wal9mr a1a ats9
5902,84,Al-Inshiqaq, ,25,15,4,19,لتركبن طبقا عن طبق,ltrkbn 6b9a 3n 6b9
5903,84,Al-Inshiqaq, ,25,14,4,20,فما لهم لا يؤمنون,fma lhm la yamnwn
5904,84,Al-Inshiqaq, ,25,26,6,21,وإذا قرئ عليهم القرآن لا يسجدون,wa1a 9ra 3lyhm al9ran la ysjdwn
5905,84,Al-Inshiqaq, ,25,18,4,22,بل الذين كفروا يكذبون,bl al1yn kfrwa yk1bwn
5906,84,Al-Inshiqaq, ,25,17,4,23,والله أعلم بما يوعون,wallh a3lm bma yw3wn
5907,84,Al-Inshiqaq, ,25,15,3,24,فبشرهم بعذاب أليم,fb2rhm b31ab alym
5908,84,Al-Inshiqaq, ,25,41,9,25,إلا الذين آمنوا وعملوا الصالحات لهم أجر غير ممنون,ala al1yn amnwa w3mlwa alcal7at lhm ajr gyr mmnwn
5909,85,Al-Buruj, ,22,35,7,1,بسم الله الرحمن الرحيم والسماء ذات البروج,bsm allh alr7mn alr7ym walsmaa 1at albrwj
5910,85,Al-Buruj, ,22,13,2,2,واليوم الموعود,walywm almw3wd
5911,85,Al-Buruj, ,22,11,2,3,وشاهد ومشهود,w2ahd wm2hwd
5912,85,Al-Buruj, ,22,15,3,4,قتل أصحاب الأخدود,9tl ac7ab ala5dwd
5913,85,Al-Buruj, ,22,14,3,5,النار ذات الوقود,alnar 1at alw9wd
5914,85,Al-Buruj, ,22,13,4,6,إذ هم عليها قعود,a1 hm 3lyha 93wd
5915,85,Al-Buruj, ,22,27,6,7,وهم على ما يفعلون بالمؤمنين شهود,whm 3lu ma yf3lwn balmamnyn 2hwd
5916,85,Al-Buruj, ,22,40,9,8,وما نقموا منهم إلا أن يؤمنوا بالله العزيز الحميد,wma n9mwa mnhm ala an yamnwa ballh al3zyz al7myd
5917,85,Al-Buruj, ,22,40,10,9,الذي له ملك السماوات والأرض والله على كل شيء شهيد,al1y lh mlk alsmawat walar8 wallh 3lu kl 2ya 2hyd
5918,85,Al-Buruj, ,22,65,14,10,إن الذين فتنوا المؤمنين والمؤمنات ثم لم يتوبوا فلهم عذاب جهنم ولهم عذاب الحريق,an al1yn ftnwa almamnyn walmamnat 0m lm ytwbwa flhm 31ab jhnm wlhm 31ab al7ry9
5919,85,Al-Buruj, ,22,65,14,11,إن الذين آمنوا وعملوا الصالحات لهم جنات تجري من تحتها الأنهار ذلك الفوز الكبير,an al1yn amnwa w3mlwa alcal7at lhm jnat tjry mn t7tha alanhar 1lk alfwz alkbyr
5920,85,Al-Buruj, ,22,13,4,12,إن بطش ربك لشديد,an b62 rbk l2dyd
5921,85,Al-Buruj, ,22,14,4,13,إنه هو يبدئ ويعيد,anh hw ybda wy3yd
5922,85,Al-Buruj, ,22,15,3,14,وهو الغفور الودود,whw algfwr alwdwd
5923,85,Al-Buruj, ,22,13,3,15,ذو العرش المجيد,1w al3r2 almjyd
5924,85,Al-Buruj, ,22,11,3,16,فعال لما يريد,f3al lma yryd
5925,85,Al-Buruj, ,22,16,4,17,هل أتاك حديث الجنود,hl atak 7dy0 aljnwd
5926,85,Al-Buruj, ,22,10,2,18,فرعون وثمود,fr3wn w0mwd
5927,85,Al-Buruj, ,22,19,5,19,بل الذين كفروا في تكذيب,bl al1yn kfrwa fy tk1yb
5928,85,Al-Buruj, ,22,17,4,20,والله من ورائهم محيط,wallh mn wraahm m7y6
5929,85,Al-Buruj, ,22,12,4,21,بل هو قرآن مجيد,bl hw 9ran mjyd
5930,85,Al-Buruj, ,22,10,3,22,في لوح محفوظ,fy lw7 m7fw4
5931,86,At-Tariq, ,17,33,6,1,بسم الله الرحمن الرحيم والسماء والطارق,bsm allh alr7mn alr7ym walsmaa wal6ar9
5932,86,At-Tariq, ,17,16,4,2,وما أدراك ما الطارق,wma adrak ma al6ar9
5933,86,At-Tariq, ,17,11,2,3,النجم الثاقب,alnjm al0a9b
5934,86,At-Tariq, ,17,19,6,4,إن كل نفس لما عليها حافظ,an kl nfs lma 3lyha 7af4
5935,86,At-Tariq, ,17,18,4,5,فلينظر الإنسان مم خلق,flyn4r alansan mm 5l9
5936,86,At-Tariq, ,17,12,4,6,خلق من ماء دافق,5l9 mn maa daf9
5937,86,At-Tariq, ,17,22,5,7,يخرج من بين الصلب والترائب,y5rj mn byn alclb waltraab
5938,86,At-Tariq, ,17,15,4,8,إنه على رجعه لقادر,anh 3lu rj3h l9adr
5939,86,At-Tariq, ,17,14,3,9,يوم تبلى السرائر,ywm tblu alsraar
5940,86,At-Tariq, ,17,17,6,10,فما له من قوة ولا ناصر,fma lh mn 9wt wla nacr
5941,86,At-Tariq, ,17,15,3,11,والسماء ذات الرجع,walsmaa 1at alrj3
5942,86,At-Tariq, ,17,14,3,12,والأرض ذات الصدع,walar8 1at alcd3
5943,86,At-Tariq, ,17,10,3,13,إنه لقول فصل,anh l9wl fcl
5944,86,At-Tariq, ,17,11,3,14,وما هو بالهزل,wma hw balhzl
5945,86,At-Tariq, ,17,14,3,15,إنهم يكيدون كيدا,anhm ykydwn kyda
5946,86,At-Tariq, ,17,9,2,16,وأكيد كيدا,wakyd kyda
5947,86,At-Tariq, ,17,23,4,17,فمهل الكافرين أمهلهم رويدا,fmhl alkafryn amhlhm rwyda
5948,87,Al-Aala, ,19,34,8,1,بسم الله الرحمن الرحيم سبح اسم ربك الأعلى,bsm allh alr7mn alr7ym sb7 asm rbk ala3lu
5949,87,Al-Aala, ,19,11,3,2,الذي خلق فسوى,al1y 5l9 fswu
5950,87,Al-Aala, ,19,12,3,3,والذي قدر فهدى,wal1y 9dr fhdu
5951,87,Al-Aala, ,19,15,3,4,والذي أخرج المرعى,wal1y a5rj almr3u
5952,87,Al-Aala, ,19,13,3,5,فجعله غثاء أحوى,fj3lh g0aa a7wu
5953,87,Al-Aala, ,19,13,3,6,سنقرئك فلا تنسى,sn9rak fla tnsu
5954,87,Al-Aala, ,19,31,9,7,إلا ما شاء الله إنه يعلم الجهر وما يخفى,ala ma 2aa allh anh y3lm aljhr wma y5fu
5955,87,Al-Aala, ,19,12,2,8,ونيسرك لليسرى,wnysrk llysru
5956,87,Al-Aala, ,19,16,4,9,فذكر إن نفعت الذكرى,f1kr an nf3t al1kru
5957,87,Al-Aala, ,19,11,3,10,سيذكر من يخشى,sy1kr mn y52u
5958,87,Al-Aala, ,19,14,2,11,ويتجنبها الأشقى,wytjnbha ala29u
